chr	start	stop
TSNAX	chr1	231664399	231702270
DISC1	chr1	231762561	232177018
SIPA1L2	chr1	232533711	232697304
NTPCR	chr1	233086351	233119628
PCNXL2	chr1	233119181	233431459
COA6	chr1	234509202	234519795
TARBP1	chr1	234527059	234614849
IRF2BP2	chr1	234740015	234745271
TOMM20	chr1	235272651	235292251
ARID4B	chr1	235294949	235491534
GGPS1	chr1	235490665	235507847
GNG4	chr1	235710987	235814054
LYST	chr1	235824341	236046940
GPR137B	chr1	236305832	236385165
LGALS8	chr1	236681300	236716281
HEATR1	chr1	236712305	236767804
MTR	chr1	236958610	237067281
FMN2	chr1	240177648	240638489
FH	chr1	241660903	241683061
OPN3	chr1	241753404	241840678
CHML	chr1	241792155	241799232
CEP170	chr1	243287730	243418650
SDCCAG8	chr1	243419320	243663394
AKT3	chr1	243651535	244014381
ZBTB18	chr1	244214585	244220778
ADSS	chr1	244571796	244615436
DESI2	chr1	244816237	244872335
COX20	chr1	244998624	245008359
HNRNPU-AS1	chr1	245003940	245018799
HNRNPU	chr1	245014468	245027844
EFCAB2	chr1	245133007	245290466
SMYD3	chr1	245912642	246670614
CNST	chr1	246729746	246831886
SCCPDH	chr1	246887349	246931439
AHCTF1	chr1	247002400	247095280
NLRP3	chr1	247579458	247612410
ZNF672	chr1	249132409	249143716
SH3YL1	chr2	217730	266398
ACP1	chr2	264140	278283
TMEM18	chr2	667335	677439
TRAPPC12	chr2	3383446	3488865
ADI1	chr2	3501132	3523507
RNASEH1	chr2	3592383	3606206
RPS7	chr2	3622795	3628509
SOX11	chr2	5832799	5841516
RNF144A	chr2	7057523	7208417
ID2	chr2	8818975	8824583
KIDINS220	chr2	8865408	8977760
MBOAT2	chr2	8992820	9143942
ASAP2	chr2	9346894	9545812
ITGB1BP1	chr2	9543604	9563676
CPSF3	chr2	9563697	9613230
IAH1	chr2	9613787	9636672
ADAM17	chr2	9628615	9695921
YWHAQ	chr2	9724101	9771143
HPCAL1	chr2	10443015	10567743
ODC1	chr2	10580094	10588630
NOL10	chr2	10710892	10830101
PDIA6	chr2	10923517	10978103
KCNF1	chr2	11052063	11054350
ROCK2	chr2	11319887	11488456
LPIN1	chr2	11817721	11967535
TRIB2	chr2	12857015	12882860
NBAS	chr2	15307032	15701454
DDX1	chr2	15731302	15771235
FAM49A	chr2	16730727	16847599
SMC6	chr2	17845079	17981509
RDH14	chr2	18735989	18741946
TTC32	chr2	20096404	20101747
LAPTM4A	chr2	20232411	20251789
PUM2	chr2	20448452	20551995
RHOB	chr2	20646835	20649200
ATAD2B	chr2	23971534	24149984
UBXN2A	chr2	24150155	24227779
SF3B14	chr2	24290454	24299313
FAM228B	chr2	24299396	24392509
TP53I3	chr2	24300303	24308731
ITSN2	chr2	24425733	24583583
NCOA1	chr2	24714783	24993571
PTRHD1	chr2	25012603	25016251
DNMT3A	chr2	25455845	25565459
DTNB	chr2	25600067	25896503
ASXL2	chr2	25956622	26101385
KIF3C	chr2	26149471	26205618
RAB10	chr2	26256976	26360323
HADHA	chr2	26413504	26467594
HADHB	chr2	26466038	26513336
SLC35F6	chr2	26987152	27004099
MAPRE3	chr2	27193480	27250064
OST4	chr2	27293340	27294641
ATRAID	chr2	27434895	27440046
MPV17	chr2	27532360	27548547
GTF3C2	chr2	27548716	27579868
EIF2B4	chr2	27587219	27593353
SNX17	chr2	27593389	27599995
PPM1G	chr2	27604061	27632554
NRBP1	chr2	27650657	27665126
FNDC4	chr2	27714750	27718112
ZNF512	chr2	27805897	27858041
GPN1	chr2	27851114	27874375
SUPT7L	chr2	27873679	27886676
SLC4A1AP	chr2	27886338	27917840
MRPL33	chr2	27994584	28210954
BRE	chr2	28112808	28561768
FOSL2	chr2	28615315	28640179
PPP1CB	chr2	28974506	29025806
TRMT61B	chr2	29072687	29093167
WDR43	chr2	29117509	29171088
CLIP4	chr2	29320571	29412509
YPEL5	chr2	30369807	30383399
LBH	chr2	30454397	30546596
EHD3	chr2	31456880	31492313
MEMO1	chr2	32090129	32236299
DPY30	chr2	32092878	32264881
SPAST	chr2	32288680	32382706
YIPF4	chr2	32502979	32541663
BIRC6	chr2	32582096	32843966
LTBP1	chr2	33172039	33624576
RASGRP3	chr2	33661391	33789817
FAM98A	chr2	33808725	33824449
FEZ2	chr2	36778570	36873230
STRN	chr2	37070783	37193615
HEATR5B	chr2	37195526	37311485
GPATCH11	chr2	37311594	37326387
EIF2AK2	chr2	37326353	37384208
CEBPZ	chr2	37428755	37458856
PRKD3	chr2	37477645	37551951
CDC42EP3	chr2	37869032	37965611
CYP1B1	chr2	38294116	38337044
ATL2	chr2	38522022	38604427
HNRNPLL	chr2	38789120	38830728
GALM	chr2	38893052	38968379
SRSF7	chr2	38970741	38978636
GEMIN6	chr2	38978676	39012142
DHX57	chr2	39024871	39103075
MORN2	chr2	39103103	39156213
SOS1	chr2	39208537	39351486
MAP4K3	chr2	39476407	39664453
THUMPD2	chr2	39963200	40006407
SLC8A1	chr2	40324410	40838193
EML4	chr2	42396490	42559688
COX7A2L	chr2	42560686	42652228
MTA3	chr2	42721709	42984087
THADA	chr2	43393800	43823185
ZFP36L2	chr2	43449541	43453748
PLEKHH2	chr2	43864412	43995126
DYNC2LI1	chr2	44001178	44037149
LRPPRC	chr2	44113647	44223144
PPM1B	chr2	44395108	44471523
PREPL	chr2	44543420	44589001
CAMKMT	chr2	44589089	44999731
SRBD1	chr2	45615819	45839304
EPAS1	chr2	46520806	46613836
RHOQ	chr2	46768945	46810260
PIGF	chr2	46808076	46844258
CRIPT	chr2	46843555	46852881
MCFD2	chr2	47129009	47168994
CALM2	chr2	47387221	47403740
BCYRN1	chr2	47558199	47571656
MSH2	chr2	47630108	47789450
MSH6	chr2	47922669	48037240
FBXO11	chr2	48016455	48132932
FOXN2	chr2	48541776	48606433
PPP1R21	chr2	48667737	48742525
NRXN1	chr2	50145643	51259674
AC007682.1	chr2	51259739	52635055
ERLEC1	chr2	54014181	54045956
PSME4	chr2	54091204	54197977
ACYP2	chr2	54197975	54532437
SPTBN1	chr2	54683422	54896812
RTN4	chr2	55199325	55339757
RPS27A	chr2	55459039	55462989
MTIF2	chr2	55463731	55496483
CCDC88A	chr2	55514978	55647057
CCDC104	chr2	55746740	55773015
SMEK2	chr2	55774428	55846015
PNPT1	chr2	55861400	55921045
EFEMP1	chr2	56093102	56151274
VRK2	chr2	58134786	58387055
FANCL	chr2	58386378	58468507
PAPOLG	chr2	60983365	61029220
REL	chr2	61108656	61158745
PEX13	chr2	61244360	61279125
AHSA2	chr2	61404553	61418338
USP34	chr2	61414598	61697904
XPO1	chr2	61704984	61765761
FAM161A	chr2	62051989	62081278
CCT4	chr2	62095224	62115939
COMMD1	chr2	62115859	62374382
B3GNT2	chr2	62423248	62451866
EHBP1	chr2	62900986	63273622
WDPCP	chr2	63348518	64054977
MDH1	chr2	63815743	63834331
UGP2	chr2	64068074	64118696
VPS54	chr2	64119280	64246206
PELI1	chr2	64319786	64371588
AFTPH	chr2	64751465	64820139
SERTAD2	chr2	64858755	64978139
SLC1A4	chr2	65215611	65250999
CEP68	chr2	65283500	65314138
RAB1A	chr2	65297835	65357240
ACTR2	chr2	65454887	65498387
SPRED2	chr2	65537985	65659771
MEIS1	chr2	66660584	66801001
C1D	chr2	68268262	68338080
PNO1	chr2	68384976	68403370
PPP3R1	chr2	68405989	68483369
CNRIP1	chr2	68511303	68547183
PLEK	chr2	68592305	68624585
ARHGAP25	chr2	68906733	69053965
ANTXR1	chr2	69240310	69476459
GFPT1	chr2	69546905	69614382
NFU1	chr2	69622882	69664760
AAK1	chr2	69688532	69901481
ANXA4	chr2	69871557	70053596
GMCL1	chr2	70056774	70108528
SNRNP27	chr2	70120692	70132707
MXD1	chr2	70124820	70170077
PCBP1-AS1	chr2	70189395	70315978
PCBP1	chr2	70314585	70316332
TIA1	chr2	70436576	70475792
PCYOX1	chr2	70484518	70508323
SNRPG	chr2	70508494	70520903
FAM136A	chr2	70523107	70529222
NAGK	chr2	71291474	71306935
MPHOSPH10	chr2	71357444	71377231
ZNF638	chr2	71503691	71662199
SFXN5	chr2	73169165	73302747
PRADC1	chr2	73455134	73460366
CCT7	chr2	73460548	73480149
TPRKB	chr2	73956231	73964527
DUSP11	chr2	73989311	74007284
STAMBP	chr2	74056086	74100786
DGUOK	chr2	74153953	74186088
BOLA3	chr2	74362525	74375121
MOB1A	chr2	74379655	74406025
MTHFD2	chr2	74425689	74444692
DCTN1	chr2	74588281	74619214
WDR54	chr2	74648805	74652882
RTKN	chr2	74652963	74669549
INO80B	chr2	74682150	74688011
MOGS	chr2	74688184	74692537
AUP1	chr2	74753772	74757066
HTRA2	chr2	74756504	74760472
LOXL3	chr2	74759541	74782817
DOK1	chr2	74776153	74784681
HK2	chr2	75061108	75120486
POLE4	chr2	75185619	75197255
MRPL19	chr2	75873909	75917977
GCFC2	chr2	75879126	75938115
LRRTM4	chr2	76974845	77820445
CTNNA2	chr2	79412357	80875905
SUCLG1	chr2	84650647	84687169
TMSB10	chr2	85132749	85133795
KCMF1	chr2	85198216	85286595
TGOLN2	chr2	85545147	85555548
CAPG	chr2	85621871	85645555
MAT2A	chr2	85766288	85772403
GGCX	chr2	85771846	85788670
VAMP8	chr2	85788685	85809154
VAMP5	chr2	85811531	85820535
RNF181	chr2	85822848	85824736
USP39	chr2	85829979	85876403
GNLY	chr2	85912298	85925977
ST3GAL5	chr2	86066267	86116137
PTCD3	chr2	86333305	86369280
IMMT	chr2	86371055	86422893
MRPL35	chr2	86426478	86440917
KDM3A	chr2	86667770	86719839
CHMP3	chr2	86730554	86948245
RNF103	chr2	86830516	86850989
RMND5A	chr2	86947296	87005164
LINC00152	chr2	87754887	87906324
KRCC1	chr2	88326724	88355248
RPIA	chr2	88991162	89050452
IGKV3-20	chr2	89442057	89442643
MRPS5	chr2	95752952	95815179
FAHD2A	chr2	96068469	96082364
ANKRD36C	chr2	96514587	96657541
DUSP2	chr2	96808905	96811179
STARD7	chr2	96850597	96874563
TMEM127	chr2	96914254	96931732
CIAO1	chr2	96931870	96939087
SNRNP200	chr2	96940074	96971297
ARID5A	chr2	97202480	97218375
ANKRD39	chr2	97502348	97523832
ANKRD36	chr2	97779233	97930258
COX5B	chr2	98262503	98264846
ACTR1B	chr2	98272431	98280570
TMEM131	chr2	98372799	98612388
INPP4A	chr2	99061317	99210853
COA5	chr2	99215773	99224978
UNC50	chr2	99225042	99234978
MGAT4A	chr2	99235569	99347589
MITD1	chr2	99777890	99797521
TXNDC9	chr2	99935445	99957165
EIF5B	chr2	99953816	100017789
REV1	chr2	100016938	100106497
AFF3	chr2	100162323	100759201
PDCL3	chr2	101179152	101193197
RPL31	chr2	101618177	101640494
CNOT11	chr2	101869264	101886778
RNF149	chr2	101887681	101925163
MAP4K4	chr2	102313312	102511149
POU3F3	chr2	105471969	105476929
MRPS9	chr2	105654441	105716418
TGFBRAP1	chr2	105880871	105946491
C2orf49	chr2	105953816	105965668
NCK2	chr2	106361354	106510730
C2orf40	chr2	106679702	106694615
UXS1	chr2	106709759	106810795
GCC2	chr2	109065017	109125871
LIMS1	chr2	109150857	109303702
RANBP2	chr2	109335937	109402267
SH3RF3	chr2	109745804	110262207
SEPT10	chr2	110300559	110371783
LINC00116	chr2	110969106	111002997
MIR4435-1HG	chr2	111953927	112252677
MERTK	chr2	112656056	112787138
TMEM87B	chr2	112812800	112876895
ZC3H8	chr2	112969102	113012713
ZC3H6	chr2	113033171	113097640
TTL	chr2	113239731	113299316
CHCHD5	chr2	113341817	113346852
SLC20A1	chr2	113403434	113421404
IL1A	chr2	113531492	113542167
IL1B	chr2	113587328	113594480
IL1RN	chr2	113864791	113891593
SLC35F5	chr2	114462588	114514400
ACTR3	chr2	114647537	114720173
DPP10	chr2	115199876	116603328
DDX18	chr2	118572226	118589955
CCDC93	chr2	118673054	118771709
INSIG2	chr2	118846028	118868573
STEAP3	chr2	119981384	120023228
C2orf76	chr2	120059801	120124404
DBI	chr2	120124497	120130126
PTPN4	chr2	120517207	120741394
CLASP1	chr2	122095352	122407163
TSN	chr2	122494679	122525429
GYPC	chr2	127413509	127454246
BIN1	chr2	127805603	127864931
ERCC3	chr2	128014866	128051752
MAP3K2	chr2	128056306	128146041
IWS1	chr2	128193783	128284462
GPR17	chr2	128403439	128410213
WDR33	chr2	128458596	128568761
POLR2D	chr2	128603840	128615731
UGGT1	chr2	128848774	128953251
MZT2B	chr2	130939310	130948302
CCDC115	chr2	131095814	131099922
IMP4	chr2	131099798	131105383
PTPN18	chr2	131113580	131132982
FAM168B	chr2	131805449	131851033
PLEKHB2	chr2	131862420	132111282
MZT2A	chr2	132222473	132250316
LYPD1	chr2	133402426	133429152
NCKAP5	chr2	133429374	134326034
MGAT5	chr2	134877554	135212192
TMEM163	chr2	135213330	135476570
CCNT2	chr2	135675805	135716912
RAB3GAP1	chr2	135809835	135933964
R3HDM1	chr2	136289025	136482840
UBXN4	chr2	136499189	136542625
DARS	chr2	136664247	136743670
CXCR4	chr2	136871919	136875735
HNMT	chr2	138721590	138773930
SPOPL	chr2	139259371	139331117
LRP1B	chr2	140988992	142889270
KYNU	chr2	143635067	143799890
ARHGAP15	chr2	143848931	144525921
GTDC1	chr2	144695635	145090135
ZEB2	chr2	145141648	145282147
ORC4	chr2	148687968	148779147
MBD5	chr2	148778580	149275805
EPC2	chr2	149402009	149545130
KIF5C	chr2	149632819	149883273
MMADHC	chr2	150426148	150444330
NMI	chr2	152126979	152146571
RIF1	chr2	152266397	152364527
ARL5A	chr2	152645498	152685006
CACNB4	chr2	152689290	152955593
STAM2	chr2	152973315	153032506
FMNL2	chr2	153191751	153506348
PRPF40A	chr2	153508107	153574511
ARL6IP6	chr2	153574407	153617767
GALNT13	chr2	154728426	155310361
NR4A2	chr2	157180944	157198860
GPD2	chr2	157291802	157470247
CYTIP	chr2	158271131	158345473
PKP4	chr2	159313476	159539391
TANC1	chr2	159825146	160089170
BAZ2B	chr2	160175490	160473203
MARCH7	chr2	160569000	160627538
CD302	chr2	160625364	160654753
RBMS1	chr2	161128662	161350305
TANK	chr2	161993419	162092732
PSMD14	chr2	162164549	162268228
GCA	chr2	163175350	163228105
FIGN	chr2	164449906	164592522
SCN3A	chr2	165944032	166060577
SCN2A	chr2	166095912	166248818
CSRNP3	chr2	166326157	166545917
TTC21B	chr2	166713985	166810353
SCN1A	chr2	166845670	166984523
SCN9A	chr2	167051695	167232503
STK39	chr2	168810530	169104651
CERS6	chr2	169312372	169631644
DHRS9	chr2	169921299	169952677
PPIG	chr2	170440850	170497916
KLHL23	chr2	170550998	170633499
SSB	chr2	170648443	170668574
METTL5	chr2	170666591	170681441
UBR3	chr2	170683968	170940641
GAD1	chr2	171669723	171717661
GORASP2	chr2	171784974	171823639
TLK1	chr2	171847333	172087824
METTL8	chr2	172173919	172291312
CYBRD1	chr2	172378757	172414643
DYNC1I2	chr2	172543919	172604930
SLC25A12	chr2	172640880	172864766
HAT1	chr2	172778958	172848599
ITGA6	chr2	173292082	173371181
RAPGEF4	chr2	173600002	173917621
MLTK	chr2	173940163	174132738
SP3	chr2	174771187	174830430
OLA1	chr2	174937175	175113426
CIR1	chr2	175212750	175260443
SCRN3	chr2	175260458	175294303
GPR155	chr2	175296966	175351822
WIPF1	chr2	175424300	175547644
CHN1	chr2	175664091	175870097
ATF2	chr2	175936978	176033110
ATP5G3	chr2	176040986	176049335
KIAA1715	chr2	176788620	176867567
MTX2	chr2	177134123	177202753
HNRNPA3	chr2	178077291	178088686
NFE2L2	chr2	178092323	178257425
AGPS	chr2	178257372	178408564
OSBPL6	chr2	179059208	179264160
PRKRA	chr2	179296141	179316239
PLEKHA3	chr2	179345195	179381189
TTN-AS1	chr2	179385910	179639402
SESTD1	chr2	179966419	180129517
CWC22	chr2	180809603	180871840
UBE2E3	chr2	181831975	181941312
ITGA4	chr2	182321929	182400914
SSFA2	chr2	182756560	182795465
DNAJC10	chr2	183580999	183659191
FRZB	chr2	183698002	183731890
NCKAP1	chr2	183773843	183903586
ZC3H15	chr2	187350883	187374090
ITGAV	chr2	187454792	187545628
FAM171B	chr2	187558698	187630685
CALCRL	chr2	188207856	188313187
TFPI	chr2	188328957	188430487
COL3A1	chr2	189839046	189877472
WDR75	chr2	190306159	190340291
SLC40A1	chr2	190425305	190448484
ASNSD1	chr2	190526111	190535557
ORMDL1	chr2	190635049	190649097
PMS1	chr2	190649107	190742355
HIBCH	chr2	191054461	191208919
INPP1	chr2	191208196	191236391
NAB1	chr2	191511472	191557492
GLS	chr2	191745553	191830278
STAT1	chr2	191829084	191885686
NABP1	chr2	192542794	192561385
TMEFF2	chr2	192813769	193060435
SLC39A10	chr2	196440701	196602426
DNAH7	chr2	196602427	196933536
STK17B	chr2	196998290	197041227
PGAP1	chr2	197697728	197792520
ANKRD44	chr2	197831741	198175897
SF3B1	chr2	198254508	198299815
COQ10B	chr2	198318147	198340032
HSPD1	chr2	198351305	198381461
HSPE1	chr2	198364718	198368181
MOB4	chr2	198380295	198418423
RFTN2	chr2	198432948	198540769
PLCL1	chr2	198669426	199437305
SPATS2L	chr2	201170604	201346986
BZW1	chr2	201675317	201688569
CLK1	chr2	201717732	201729422
PPIL3	chr2	201735630	201754026
FAM126B	chr2	201838441	201936394
NDUFB3	chr2	201936156	201950473
CFLAR	chr2	201980827	202041410
CASP8	chr2	202098166	202152434
TRAK2	chr2	202241930	202316302
STRADB	chr2	202252581	202345569
TMEM237	chr2	202484907	202508293
SUMO1	chr2	203070903	203103331
NOP58	chr2	203130439	203168389
BMPR2	chr2	203241659	203432474
ICA1L	chr2	203640690	203736708
NBEAL1	chr2	203879602	204091101
CYP20A1	chr2	204103663	204163009
ABI2	chr2	204192942	204312446
RAPH1	chr2	204259068	204400133
PARD3B	chr2	205410516	206484886
NRP2	chr2	206546714	206662857
INO80D	chr2	206858445	206951027
NDUFS1	chr2	206979541	207024327
EEF1B2	chr2	207024309	207027652
ADAM23	chr2	207308263	207485851
FASTKD2	chr2	207630081	207657233
KLF7	chr2	207938861	208031991
CREB1	chr2	208394461	208468155
METTL21A	chr2	208445355	208490652
IDH1	chr2	209100951	209130798
PIKFYVE	chr2	209130991	209223475
MAP2	chr2	210288782	210598842
UNC80	chr2	210636717	210864024
RPE	chr2	210867289	210886300
KANSL1L	chr2	210886147	211036107
LANCL1	chr2	211295973	211342376
ERBB4	chr2	212240446	213403565
IKZF2	chr2	213864429	214017151
SPAG16	chr2	214149113	215275225
BARD1	chr2	215590370	215674428
ATIC	chr2	216176540	216214487
FN1	chr2	216225163	216300895
XRCC5	chr2	216972187	217071026
SMARCAL1	chr2	217277137	217347776
RPL37A	chr2	217362912	217443903
IGFBP2	chr2	217497551	217529159
IGFBP5	chr2	217536828	217560248
ARPC2	chr2	219081817	219119079
AAMP	chr2	219128850	219134980
PNKD	chr2	219135115	219211516
TMBIM1	chr2	219138915	219157309
SLC11A1	chr2	219246752	219261617
CTDSP1	chr2	219262979	219270664
USP37	chr2	219314974	219433084
RQCD1	chr2	219433303	219461803
TTLL4	chr2	219575568	219620139
CYP27A1	chr2	219646472	219680016
CNPPD1	chr2	220036619	220042828
FAM134A	chr2	220040947	220050201
ZFAND2B	chr2	220059959	220074373
ANKZF1	chr2	220094479	220101391
STK16	chr2	220110177	220115059
DNAJB2	chr2	220143989	220151622
DNPEP	chr2	220238268	220264744
ASIC4	chr2	220378892	220403494
CHPF	chr2	220403669	220408509
OBSL1	chr2	220415451	220436581
PAX3	chr2	223064607	223163715
FARSB	chr2	223435255	223521056
ACSL3	chr2	223725652	223809357
SCG2	chr2	224461658	224467221
WDFY1	chr2	224720433	224810104
MRPL44	chr2	224822121	224832431
SERPINE2	chr2	224839829	224904036
CUL3	chr2	225334867	225450110
DOCK10	chr2	225629807	225907162
MFF	chr2	228189867	228222550
AGFG1	chr2	228336868	228425930
CCL20	chr2	228678558	228682272
PID1	chr2	229715242	230136001
DNER	chr2	230222345	230579274
TRIP12	chr2	230628554	230787955
SP110	chr2	231032009	231090444
SP140	chr2	231067826	231223762
SP140L	chr2	231191899	231268447
SP100	chr2	231280657	231408805
CAB39	chr2	231577560	231685790
ITM2C	chr2	231729354	231743963
PSMD1	chr2	231921578	232037541
B3GNT7	chr2	232260254	232265875
NCL	chr2	232318242	232348352
PTMA	chr2	232571605	232578251
PDE6D	chr2	232597135	232650982
DIS3L2	chr2	232825955	233209060
EIF4E2	chr2	233414762	233448354
GIGYF2	chr2	233562009	233725285
INPP5D	chr2	233924677	234116549
SAG	chr2	234216462	234255701
DGKD	chr2	234263153	234380750
ARL4C	chr2	235401685	235405697
SH3BP4	chr2	235860617	235964358
AGAP1	chr2	236402733	237040444
COPS8	chr2	237993955	238009109
LRRFIP1	chr2	238536219	238722325
RAMP1	chr2	238767536	238820756
UBE2F	chr2	238875469	238951236
ILKAP	chr2	239079042	239112370
HES6	chr2	239146908	239149303
HDAC4	chr2	239969864	240323348
NDUFA10	chr2	240831867	240964819
MYEOV2	chr2	241065980	241076224
GPC1	chr2	241375088	241407493
DUSP28	chr2	241499471	241503431
RNPEPL1	chr2	241505221	241520789
KIF1A	chr2	241653181	241759725
MTERFD2	chr2	242011584	242041747
PPP1R7	chr2	242088991	242123067
HDLBP	chr2	242166679	242256476
SEPT2	chr2	242254515	242293442
FARP2	chr2	242295658	242434256
STK25	chr2	242432089	242449145
THAP4	chr2	242523820	242576864
ATG4B	chr2	242576628	242613272
DTYMK	chr2	242615157	242626406
ING5	chr2	242641450	242668893
NEU4	chr2	242749920	242758739
CHL1	chr3	238279	451090
TRNT1	chr3	3168600	3192563
CRBN	chr3	3190676	3221394
SUMF1	chr3	3742498	4508965
LRRN1	chr3	3841121	3889387
ITPR1	chr3	4535032	4889524
BHLHE40	chr3	5020801	5027008
ARL8B	chr3	5163905	5222596
EDEM1	chr3	5229331	5261642
SRGAP3	chr3	9022275	9404737
SETD5-AS1	chr3	9391373	9440263
THUMPD3	chr3	9404526	9428475
SETD5	chr3	9439299	9520924
MTMR14	chr3	9691117	9744077
CAMK1	chr3	9799026	9811676
TADA3	chr3	9821544	9834695
ARPC4	chr3	9834179	9849410
RPUSD3	chr3	9879533	9886286
JAGN1	chr3	9932238	9936033
CRELD1	chr3	9975506	9987097
EMC3	chr3	10004221	10052800
BRK1	chr3	10157276	10168874
VHL	chr3	10182692	10193904
IRAK2	chr3	10206549	10285427
SEC13	chr3	10334815	10362862
SLC6A1	chr3	11034410	11080933
ATG7	chr3	11313995	11599139
VGLL4	chr3	11597544	11762220
TIMP4	chr3	12194551	12200851
MKRN2	chr3	12598513	12625212
RAF1	chr3	12625100	12705725
RPL32	chr3	12875984	12883087
IQSEC1	chr3	12938719	13114617
XPC	chr3	14186647	14220283
LSM3	chr3	14219858	14242619
SLC6A6	chr3	14444076	14530857
CCDC174	chr3	14693271	14714166
FGD5-AS1	chr3	14961854	14989931
MRPS25	chr3	15083967	15106842
CAPN7	chr3	15247659	15294425
SH3BP5	chr3	15296360	15382875
METTL6	chr3	15422782	15482073
EAF1	chr3	15468862	15484120
BTD	chr3	15642848	15687329
ANKRD28	chr3	15708743	15901278
DPH3	chr3	16299485	16306479
OXNAD1	chr3	16306706	16391806
RFTN1	chr3	16355081	16555533
PLCL2	chr3	16844159	17132086
TBC1D5	chr3	17198654	18486309
SATB1	chr3	18386879	18487080
RAB5A	chr3	19988571	20026667
KAT2B	chr3	20081515	20195896
UBE2E2	chr3	23244511	23633284
UBE2E1	chr3	23847394	23932807
NKIRAS1	chr3	23933151	23988082
RPL15	chr3	23958036	23965183
NR1D2	chr3	23986751	24022109
TOP2B	chr3	25639475	25706398
NGLY1	chr3	25760435	25831530
SLC4A7	chr3	27414214	27525911
CMC1	chr3	28283075	28366633
AZI2	chr3	28356494	28390618
TGFBR2	chr3	30647994	30735634
STT3B	chr3	31574130	31679112
CMTM7	chr3	32433163	32524559
CMTM6	chr3	32522804	32544900
DYNC1LI1	chr3	32567463	32612366
CNOT10	chr3	32726637	32815367
GLB1	chr3	33038100	33138722
CRTAP	chr3	33155471	33189265
CLASP2	chr3	33537737	33759848
PDCD6IP	chr3	33839844	33911194
ARPP21	chr3	35680437	35835988
EPM2AIP1	chr3	37027357	37034795
MLH1	chr3	37034823	37107380
LRRFIP2	chr3	37094117	37225180
GOLGA4	chr3	37284668	37408242
ACAA1	chr3	38144620	38178733
MYD88	chr3	38179969	38184513
OXSR1	chr3	38206580	38296979
EXOG	chr3	38537618	38583652
WDR48	chr3	39093489	39138155
CSRNP1	chr3	39183346	39196053
CX3CR1	chr3	39304985	39323226
SLC25A38	chr3	39424839	39438842
RPSA	chr3	39448180	39454033
EIF1B	chr3	40351175	40353915
ENTPD3-AS1	chr3	40355293	40494820
RPL14	chr3	40498783	40503861
ZNF621	chr3	40566369	40616176
CTNNB1	chr3	41236328	41301587
TRAK1	chr3	42055294	42267381
SEC22C	chr3	42589461	42642572
SS18L2	chr3	42623332	42636606
NKTR	chr3	42642106	42690227
HIGD1A	chr3	42798669	42846023
POMGNT2	chr3	43120724	43147568
